Symbol	IntOGen_Cancer_Type	IntOGen_Role	CGC_Tumour_Types	CGC_Cancer_Role	Com299_Pancaner_Frequency	Com435_Putative_DriveCategory	B125_Classification	B125_Core_pathway	B125_Process	SMG127_Pancan12_Freq
FGFR1OP	-	-	"MPN,NHL"	fusion	-	-	-	-	-	-
HERPUD1	-	-	prostate	fusion	-	-	-	-	-	-
IGF2BP2	-	-	lymphoma	TSG	-	-	-	-	-	-
MAP3K13	-	-	breast	"oncogene,TSG"	-	-	-	-	-	-
NCKIPSD	-	-	ALL	fusion	-	-	-	-	-	-
PDE4DIP	THCA	Act	MPN	fusion	-	-	-	-	-	-
POU2AF1	-	-	NHL	"oncogene,fusion"	-	-	-	-	-	-
PPFIBP1	-	-	"Spitzoid_tumour,inflammatory_myofibroblastic_tumour"	fusion	-	-	-	-	-	-
PRKAR1A	"ACC,MBL,PIA"	LoF	papillary_thyroid	"oncogene,TSG,fusion"	0.64%	High_Confidence_Driver	-	-	-	-
PRPF40B	-	-	"melanoma,colon_carcinoma,MDS"	-	-	-	-	-	-	-
RUNX1T1	"HC,LGG,PRAD,SBCC,SCLC"	ambiguous	AML	"oncogene,TSG,fusion"	-	-	-	-	-	-
SLC34A2	-	-	NSCLC	"TSG,fusion"	-	-	-	-	-	-
SLC45A3	CM	LoF	prostate	fusion	-	-	-	-	-	-
SMARCA4	"BLCA,BLY,COREAD,ESCA,HC,HNSC,LGG,LUAD,MBL,NHLY,NSCLC,PAAD,PIA,RPC,THYM"	LoF	"NSCLC,SCCOHT"	TSG	3.29%	High_Confidence_Driver	-	-	-	-
SMARCB1	"ATRT,MBL,NB,PAIS"	LoF	malignant_rhabdoid	TSG	0.64%	-	-	-	-	-
SMARCD1	BRCA	ambiguous	breast	TSG	-	-	-	-	-	-
SMARCE1	-	-	-	TSG	-	-	-	-	-	-
TBL1XR1	"ALL,DLBCL"	LoF	"splenic_marginal_zone_lymphoma,primary_central_nervous_system_lymphoma,colorectal_carcinoma,gallbladder_carcinoma"	"oncogene,TSG,fusion"	1.05%	High_Confidence_Driver	-	-	-	0.80%
TMEM127	-	-	-	TSG	-	-	-	-	-	-
TMPRSS2	-	-	prostate	fusion	-	-	-	-	-	-
TNFAIP3	"DLBCL,LY"	LoF	"marginal_zone_B-cell_lymphomas,Hodgkin_lymphoma,PMBL"	TSG	1.01%	-	-	-	-	-
APOBEC3B	-	-	-	"oncogene,TSG"	-	-	-	-	-	-
ARHGAP26	-	-	"AML,MDS"	"TSG,fusion"	-	-	-	-	-	-
ARHGAP35	"LUSC,UCEC"	LoF	endometrial_carcinoma	TSG	2.58%	High_Confidence_Driver	-	-	-	2.50%
ARHGEF10	"ANGS,NSCLC,SCLC,SSCC"	ambiguous	colon_cancer	TSG	-	-	-	-	-	-
ARHGEF12	"BRCA,ST"	Act	AML	"TSG,fusion"	-	-	-	-	-	-
C15orf65	-	-	"PMBL,Hodgkin_lymphoma"	fusion	-	-	-	-	-	-
CCNB1IP1	-	-	leiomyoma	"TSG,fusion"	-	-	-	-	-	-
DCAF12L2	"GBM,PRAD"	Act	CRC	-	-	-	-	-	-	-
HIST1H4I	CLL	Act	NHL	fusion	-	-	-	-	-	-
HMGN2P46	-	-	prostate	fusion	-	-	-	-	-	-
HSP90AA1	"BRCA,THCA"	Act	NHL	fusion	-	-	-	-	-	-
HSP90AB1	CM	Act	NHL	fusion	-	High_Confidence_Driver	-	-	-	-
KIAA1549	-	-	pilocytic_astrocytoma	fusion	-	-	-	-	-	-
LEPROTL1	-	-	"lung_cancer,colon_cancer"	TSG	-	-	-	-	-	-
PAFAH1B2	-	-	MLCLS	fusion	-	-	-	-	-	-
PDCD1LG2	CM	Act	"PMBL,Hodgkin_lymphoma"	"oncogene,fusion"	-	-	-	-	-	-
RAP1GDS1	"ESCA,RCCC"	Act	T-ALL	"oncogene,fusion"	-	-	-	-	-	-
TNFRSF14	"DLBCL,LY,NHLY"	LoF	follicular_lymphoma	TSG	-	-	-	-	-	-
TNFRSF17	-	-	intestinal_T-cell_lymphoma	"oncogene,fusion"	-	-	-	-	-	-
ARHGEF10L	"MBL,SBCC,ST"	LoF	lymphoma	TSG	-	-	-	-	-	-
HNRNPA2B1	HC	Act	prostate	"oncogene,fusion"	-	-	-	-	-	-
AJUBA	HNSC	LoF	-	-	0.90%	High_Confidence_Driver	-	-	-	0.80%
ALB	HC	Act	-	-	1.66%	-	-	-	-	-
APOB	-	-	-	-	8.08%	-	-	-	-	-
ARID5B	-	-	-	-	1.72%	High_Confidence_Driver	-	-	-	1.60%
ATF7IP	"LUAD,UCEC"	LoF	-	-	1.75%	Candidate_driver	-	-	-	-
ATXN3	-	-	-	-	0.40%	-	-	-	-	-
BCL2L11	-	-	-	-	0.54%	-	-	-	-	-
BRD7	"CM,HC"	LoF	-	-	0.85%	-	-	-	-	-
CACNA1A	-	-	-	-	3.43%	-	-	-	-	-
CBWD3	-	-	-	-	0.07%	-	-	-	-	-
CD70	-	-	-	-	0.37%	-	-	-	-	-
CHD3	-	-	-	-	2.03%	Candidate_driver	-	-	-	-
CHD8	-	-	-	-	2.29%	High_Confidence_Driver	-	-	-	-
COL5A1	-	-	-	-	3.97%	-	-	-	-	-
CREB3L3	-	-	-	-	0.96%	-	-	-	-	-
CSDE1	-	-	-	-	1.18%	High_Confidence_Driver	-	-	-	-
CUL1	-	-	-	-	1.20%	High_Confidence_Driver	-	-	-	-
DACH1	-	-	-	-	1.76%	-	-	-	-	-
DAZAP1	DLBCL	LoF	-	-	0.87%	-	-	-	-	-
DHX9	HC	Act	-	-	1.31%	High_Confidence_Driver	-	-	-	-
DIAPH2	-	-	-	-	1.60%	-	-	-	-	-
DMD	-	-	-	-	7.03%	High_Confidence_Driver	-	-	-	-
EEF1A1	-	-	-	-	1.12%	High_Confidence_Driver	-	-	-	-
EEF2	-	-	-	-	1.07%	-	-	-	-	-
EGR3	-	-	-	-	0.61%	-	-	-	-	0.30%
EPHA2	CH	LoF	-	-	1.58%	-	-	-	-	-
FAM46D	-	-	-	-	1.10%	-	-	-	-	-
FOXA2	UCEC	LoF	-	-	0.93%	High_Confidence_Driver	-	-	-	0.50%
FOXQ1	-	-	-	-	0.53%	-	-	-	-	-
GABRA6	-	-	-	-	1.96%	-	-	-	-	-
GNA13	"BLCA,DLBCL"	LoF	-	-	0.59%	-	-	-	-	-
GPS2	-	-	-	-	0.51%	High_Confidence_Driver	-	-	-	-
GRIN2D	-	-	-	-	1.18%	-	-	-	-	-
GTF2I	"AN,THYM"	Act	-	-	1.45%	-	-	-	-	-
H3F3C	-	-	-	-	0.70%	High_Confidence_Driver	-	-	-	0.40%
HGF	BC	Act	-	-	2.31%	High_Confidence_Driver	-	-	-	1.70%
HIST1H1C	-	-	-	-	1.13%	Candidate_driver	-	-	-	0.60%
HIST1H1E	-	-	-	-	1.08%	-	-	-	-	-
HLA-B	"CESC,DLBCL,ESCA,HNSC,LY"	ambiguous	-	-	0.91%	High_Confidence_Driver	-	-	-	-
HUWE1	-	-	-	-	4.88%	High_Confidence_Driver	-	-	-	-
INPPL1	-	-	-	-	1.87%	-	-	-	-	-
IRF2	-	-	-	-	0.82%	-	-	-	-	-
IRF6	-	-	-	-	0.77%	-	-	-	-	-
KANSL1	-	-	-	-	1.81%	-	-	-	-	-
KEL	LGG	Act	-	-	2.09%	-	-	-	-	-
KIF1A	-	-	-	-	2.56%	-	-	-	-	-
KLF5	"BLCA,CESC,LUSC"	ambiguous	-	-	0.97%	-	-	-	-	-
KMT2B	"OS,VV"	LoF	-	-	3.21%	-	-	-	-	-
KRT222	-	-	-	-	0.34%	-	-	-	-	-
LEMD2	-	-	-	-	0.44%	-	-	-	-	-
MACF1	-	-	-	-	5.98%	Candidate_driver	-	-	-	-
MAP3K4	-	-	-	-	1.80%	High_Confidence_Driver	-	-	-	-
MGA	"CLL,LUAD"	LoF	-	-	3.27%	Candidate_driver	-	-	-	-
MSH3	-	-	-	-	1.00%	-	-	-	-	-
MUC6	-	-	-	-	2.43%	-	-	-	-	-
NIPBL	"ESCA,LGG"	LoF	-	-	3.40%	Candidate_driver	-	-	-	-
NUP133	-	-	-	-	1.26%	-	-	-	-	-
NUP93	-	-	-	-	0.84%	High_Confidence_Driver	-	-	-	-
PDS5B	-	-	-	-	1.41%	-	-	-	-	-
PGR	-	-	-	-	1.49%	-	-	-	-	-
PIK3CG	-	-	-	-	2.64%	High_Confidence_Driver	-	-	-	1.70%
PIK3R2	-	-	-	-	0.93%	-	-	-	-	-
PLCB4	UVM	Act	-	-	2.73%	-	-	-	-	-
PLXNB2	-	-	-	-	2.63%	-	-	-	-	-
POLRMT	-	-	-	-	0.99%	-	-	-	-	-
PTMA	MGCT	LoF	-	-	0.72%	-	-	-	-	-
PTPDC1	-	-	-	-	0.76%	-	-	-	-	-
RASA1	"HNSC,LUSC"	LoF	-	-	1.80%	High_Confidence_Driver	-	-	-	-
RFC1	-	-	-	-	0.94%	-	-	-	-	-
RHEB	-	-	-	-	0.31%	High_Confidence_Driver	-	-	-	-
RHOB	-	-	-	-	0.67%	-	-	-	-	-
RIT1	-	-	-	-	0.36%	-	-	-	-	-
RNF111	-	-	-	-	1.08%	Candidate_driver	-	-	-	-
RPS6KA3	HC	LoF	-	-	0.94%	-	-	-	-	-
RQCD1	-	-	-	-	0.37%	-	-	-	-	-
RRAS2	UCEC	Act	-	-	0.26%	-	-	-	-	-
RXRA	BLCA	LoF	-	-	0.99%	High_Confidence_Driver	-	-	-	-
SCAF4	-	-	-	-	1.64%	-	-	-	-	-
SF1	-	-	-	-	0.95%	-	-	-	-	-
SIN3A	NHLY	Act	-	-	1.65%	High_Confidence_Driver	-	-	-	1.10%
SMARCA1	PRAD	LoF	-	-	1.53%	-	-	-	-	-
SMC3	-	-	-	-	1.09%	High_Confidence_Driver	-	-	-	1.20%
SOS1	UCEC	Act	-	-	1.45%	High_Confidence_Driver	-	-	-	-
SOX17	UCEC	Act	-	-	0.82%	High_Confidence_Driver	-	-	-	0.30%
SOX9	COREAD	LoF	-	-	1.43%	Candidate_driver	-	-	-	0.70%
SPTA1	-	-	-	-	8.81%	-	-	-	-	-
SPTAN1	-	-	-	-	2.72%	Candidate_driver	-	-	-	-
TAF1	-	-	-	-	2.64%	High_Confidence_Driver	-	-	-	2.30%
TCEB1	-	-	-	-	0.19%	-	-	-	-	-
TGIF1	COREAD	LoF	-	-	0.66%	High_Confidence_Driver	-	-	-	-
TLR4	-	-	-	-	2.96%	Candidate_driver	-	-	-	1.90%
TRAF3	MM	LoF	-	-	0.82%	-	-	-	-	-
TXNIP	-	-	-	-	0.94%	High_Confidence_Driver	-	-	-	-
UNCX	-	-	-	-	0.21%	-	-	-	-	-
WHSC1	-	-	-	-	1.56%	High_Confidence_Driver	-	-	-	-
ZBTB20	LGG	Act	-	-	1.91%	-	-	-	-	-
ZBTB7B	UCS	Act	-	-	1.06%	-	-	-	-	-
ZC3H12A	-	-	-	-	0.86%	-	-	-	-	-
ZCCHC12	-	-	-	-	0.88%	-	-	-	-	-
ZFP36L1	BLCA	LoF	-	-	1.84%	High_Confidence_Driver	-	-	-	-
ZFP36L2	-	-	-	-	0.98%	High_Confidence_Driver	-	-	-	-
ZNF133	-	-	-	-	0.61%	-	-	-	-	-
ZNF750	-	-	-	-	1.15%	-	-	-	-	-
MLL3	-	-	-	-	-	High_Confidence_Driver	-	-	-	6.60%
MLL2	-	-	-	-	-	High_Confidence_Driver	-	-	-	5.90%
NAV3	-	-	-	-	-	High_Confidence_Driver	-	-	-	4.60%
TSHZ3	-	-	-	-	-	-	-	-	-	2.60%
CRIPAK	-	-	-	-	-	-	-	-	-	0.70%
EPPK1	-	-	-	-	-	Candidate_driver	-	-	-	1.40%
TSHZ2	-	-	-	-	-	-	-	-	-	1.80%
PRX	-	-	-	-	-	Candidate_driver	-	-	-	0.90%
MLL4	-	-	-	-	-	-	-	-	-	2.00%
LRRK2	-	-	-	-	-	High_Confidence_Driver	-	-	-	2.80%
EPHB6	-	-	-	-	-	Candidate_driver	-	-	-	1.60%
NFE2L3	-	-	-	-	-	-	-	-	-	0.80%
B4GALT3	-	-	-	-	-	-	-	-	-	0.20%
VEZF1	-	-	-	-	-	-	-	-	-	0.60%
HIST1H2BD	-	-	-	-	-	Candidate_driver	-	-	-	0.40%
MAPK8IP1	-	-	-	-	-	High_Confidence_Driver	-	-	-	0.70%
MIR142	-	-	-	-	-	-	-	-	-	0.20%
AARS2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ABCB1	ESCA	Act	-	-	-	High_Confidence_Driver	-	-	-	-
ADAM10	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ADCY1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ADORA2A	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
AHNAK2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
AKD1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
AMPH	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ANAPC1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ANKRD12	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
APAF1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ARHGAP32	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ARHGEF6	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ASPM	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ATG13	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CAD	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CARM1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CAST	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CCAR1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CFH	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
COL18A1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
CTTN	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
DOCK2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ERBB2IP	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
FBN2	"HNSC,NB"	ambiguous	-	-	-	High_Confidence_Driver	-	-	-	-
FN1	LUSC	LoF	-	-	-	High_Confidence_Driver	-	-	-	-
FRG1B	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
GNAI1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
GOT2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
GTF2H1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
HMGXB4	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
HSPA8	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
IRS2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ITGA6	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
KALRN	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
KIAA1109	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
KIFC3	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
LEPR	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
LUM	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MAP3K3	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MAST2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MATK	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MDC1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MED13	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MED17	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MEF2A	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
METTL14	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MLL	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MLLT4	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MMP2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
MST1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NBPF10	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NCOA3	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NEB	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NEDD4L	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NLRP3	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NR1H2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
NR4A2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
PHLDA1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
PIP5K1A	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
PLEC	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
POTEF	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
PRKCD	"DLBCL,NHLY"	LoF	-	-	-	High_Confidence_Driver	-	-	-	-
PRPF8	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
PSEN1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
RANBP3	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
RBMX	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
RPGR	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
RPSAP58	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
SPATA6	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
SYNE1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TCF7	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TFDP1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TJP2	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TNFRSF10C	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TOM1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TOP3A	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TP53BP1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TRIM7	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TRIO	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
TUBA1A	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
UHRF1BP1L	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
WHSC1L1	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ZNF132	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ZNF300	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ZNF814	VV	Act	-	-	-	High_Confidence_Driver	-	-	-	-
ZNF844	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
ZNF91	-	-	-	-	-	High_Confidence_Driver	-	-	-	-
AARS	-	-	-	-	-	Candidate_driver	-	-	-	-
ACTB	-	-	-	-	-	Candidate_driver	-	-	-	-
ACTG1	-	-	-	-	-	Candidate_driver	-	-	-	-
AHCTF1	-	-	-	-	-	Candidate_driver	-	-	-	-
AHCYL2	-	-	-	-	-	Candidate_driver	-	-	-	-
AHDC1	-	-	-	-	-	Candidate_driver	-	-	-	-
AHNAK	-	-	-	-	-	Candidate_driver	-	-	-	-
ANKRD11	-	-	-	-	-	Candidate_driver	-	-	-	-
ANKRD6	-	-	-	-	-	Candidate_driver	-	-	-	-
ANXA6	-	-	-	-	-	Candidate_driver	-	-	-	-
BAZ1B	-	-	-	-	-	Candidate_driver	-	-	-	-
BAZ2A	-	-	-	-	-	Candidate_driver	-	-	-	-
CEP170	-	-	-	-	-	Candidate_driver	-	-	-	-
CHD7	-	-	-	-	-	Candidate_driver	-	-	-	-
CNOT1	-	-	-	-	-	Candidate_driver	-	-	-	-
COBLL1	-	-	-	-	-	Candidate_driver	-	-	-	-
CYC1	-	-	-	-	-	Candidate_driver	-	-	-	-
DAB2IP	-	-	-	-	-	Candidate_driver	-	-	-	-
DCP1B	-	-	-	-	-	Candidate_driver	-	-	-	-
DIDO1	-	-	-	-	-	Candidate_driver	-	-	-	-
DIS3L2	-	-	-	-	-	Candidate_driver	-	-	-	-
DNM3	-	-	-	-	-	Candidate_driver	-	-	-	-
DOCK4	-	-	-	-	-	Candidate_driver	-	-	-	-
DOT1L	DLBCL	LoF	-	-	-	Candidate_driver	-	-	-	-
DST	-	-	-	-	-	Candidate_driver	-	-	-	-
EPB41L3	-	-	-	-	-	Candidate_driver	-	-	-	-
FAM129B	-	-	-	-	-	Candidate_driver	-	-	-	-
FCHO2	-	-	-	-	-	Candidate_driver	-	-	-	-
FOSL2	-	-	-	-	-	Candidate_driver	-	-	-	-
G3BP1	-	-	-	-	-	Candidate_driver	-	-	-	-
GAB3	-	-	-	-	-	Candidate_driver	-	-	-	-
GDI1	-	-	-	-	-	Candidate_driver	-	-	-	-
GIGYF2	-	-	-	-	-	Candidate_driver	-	-	-	-
GNL3L	-	-	-	-	-	Candidate_driver	-	-	-	-
GRIN3A	-	-	-	-	-	Candidate_driver	-	-	-	-
HERC1	-	-	-	-	-	Candidate_driver	-	-	-	-
IARS2	-	-	-	-	-	Candidate_driver	-	-	-	-
IK	-	-	-	-	-	Candidate_driver	-	-	-	-
ING1	UCEC	LoF	-	-	-	Candidate_driver	-	-	-	-
INPP4A	-	-	-	-	-	Candidate_driver	-	-	-	-
INTS1	-	-	-	-	-	Candidate_driver	-	-	-	-
JMJD1C	-	-	-	-	-	Candidate_driver	-	-	-	-
KDM6B	-	-	-	-	-	Candidate_driver	-	-	-	-
KIAA0947	-	-	-	-	-	Candidate_driver	-	-	-	-
KIF20B	-	-	-	-	-	Candidate_driver	-	-	-	-
LTBP1	-	-	-	-	-	Candidate_driver	-	-	-	-
LUC7L2	-	-	-	-	-	Candidate_driver	-	-	-	-
MAP1A	-	-	-	-	-	Candidate_driver	-	-	-	-
MAP1B	-	-	-	-	-	Candidate_driver	-	-	-	-
MAP4	-	-	-	-	-	Candidate_driver	-	-	-	-
MARCKSL1	-	-	-	-	-	Candidate_driver	-	-	-	-
MCM7	-	-	-	-	-	Candidate_driver	-	-	-	-
MDN1	-	-	-	-	-	Candidate_driver	-	-	-	-
MEGF6	-	-	-	-	-	Candidate_driver	-	-	-	-
MICAL1	-	-	-	-	-	Candidate_driver	-	-	-	-
MKI67	-	-	-	-	-	Candidate_driver	-	-	-	-
MME	-	-	-	-	-	Candidate_driver	-	-	-	-
MTM1	-	-	-	-	-	Candidate_driver	-	-	-	-
MYCBP2	-	-	-	-	-	Candidate_driver	-	-	-	-
MYO1D	-	-	-	-	-	Candidate_driver	-	-	-	-
NAA15	-	-	-	-	-	Candidate_driver	-	-	-	-
NAV1	-	-	-	-	-	Candidate_driver	-	-	-	-
NEK1	-	-	-	-	-	Candidate_driver	-	-	-	-
NEK8	-	-	-	-	-	Candidate_driver	-	-	-	-
NMT2	-	-	-	-	-	Candidate_driver	-	-	-	-
P4HB	-	-	-	-	-	Candidate_driver	-	-	-	-
PABPC4	-	-	-	-	-	Candidate_driver	-	-	-	-
PDS5A	-	-	-	-	-	Candidate_driver	-	-	-	-
PPFIA4	-	-	-	-	-	Candidate_driver	-	-	-	-
PRRC2A	-	-	-	-	-	Candidate_driver	-	-	-	-
PSMD11	-	-	-	-	-	Candidate_driver	-	-	-	-
PSME3	-	-	-	-	-	Candidate_driver	-	-	-	-
PWP1	-	-	-	-	-	Candidate_driver	-	-	-	-
RAB11FIP5	-	-	-	-	-	Candidate_driver	-	-	-	-
RAG1	-	-	-	-	-	Candidate_driver	-	-	-	-
RALGAPA1	-	-	-	-	-	Candidate_driver	-	-	-	-
RANGAP1	-	-	-	-	-	Candidate_driver	-	-	-	-
RBFOX2	THCA	Act	-	-	-	Candidate_driver	-	-	-	-
RIF1	-	-	-	-	-	Candidate_driver	-	-	-	-
RPP38	-	-	-	-	-	Candidate_driver	-	-	-	-
RSRC1	-	-	-	-	-	Candidate_driver	-	-	-	-
SEC23B	-	-	-	-	-	Candidate_driver	-	-	-	-
SETX	-	-	-	-	-	Candidate_driver	-	-	-	-
SH3PXD2A	-	-	-	-	-	Candidate_driver	-	-	-	-
SLC25A10	-	-	-	-	-	Candidate_driver	-	-	-	-
SLC3A2	-	-	-	-	-	Candidate_driver	-	-	-	-
SMARCAD1	-	-	-	-	-	Candidate_driver	-	-	-	-
SMC4	-	-	-	-	-	Candidate_driver	-	-	-	-
SMCHD1	-	-	-	-	-	Candidate_driver	-	-	-	-
SMYD4	-	-	-	-	-	Candidate_driver	-	-	-	-
SPEG	-	-	-	-	-	Candidate_driver	-	-	-	-
SRCAP	-	-	-	-	-	Candidate_driver	-	-	-	-
SRRM2	-	-	-	-	-	Candidate_driver	-	-	-	-
SSX2IP	-	-	-	-	-	Candidate_driver	-	-	-	-
STIP1	-	-	-	-	-	Candidate_driver	-	-	-	-
SVIL	-	-	-	-	-	Candidate_driver	-	-	-	-
TANC2	-	-	-	-	-	Candidate_driver	-	-	-	-
TGOLN2	-	-	-	-	-	Candidate_driver	-	-	-	-
TICAM1	-	-	-	-	-	Candidate_driver	-	-	-	-
TNKS1BP1	-	-	-	-	-	Candidate_driver	-	-	-	-
TNPO1	-	-	-	-	-	Candidate_driver	-	-	-	-
TPM1	-	-	-	-	-	Candidate_driver	-	-	-	-
TTK	-	-	-	-	-	Candidate_driver	-	-	-	-
UBE2Z	-	-	-	-	-	Candidate_driver	-	-	-	-
UBE4A	-	-	-	-	-	Candidate_driver	-	-	-	-
USP28	-	-	-	-	-	Candidate_driver	-	-	-	-
UTP14A	-	-	-	-	-	Candidate_driver	-	-	-	-
VEZT	-	-	-	-	-	Candidate_driver	-	-	-	-
ZEB2	-	-	-	-	-	Candidate_driver	-	-	-	-
ZMYM4	-	-	-	-	-	Candidate_driver	-	-	-	-
ZMYND8	-	-	-	-	-	Candidate_driver	-	-	-	-
ZNF451	-	-	-	-	-	Candidate_driver	-	-	-	-
ZNF703	-	-	-	-	-	Candidate_driver	-	-	-	-
ADGRB1	AN	-	-	-	-	-	-	-	-	-
ATG7	RCCC	LoF	-	-	-	-	-	-	-	-
BMPR2	ST	LoF	-	-	-	-	-	-	-	-
CASZ1	PRAD	LoF	-	-	-	-	-	-	-	-
CD58	"DLBCL,NHLY"	LoF	-	-	-	-	-	-	-	-
CMTR2	"LUAD,NSCLC"	LoF	-	-	-	-	-	-	-	-
CNOT9	CM	-	-	-	-	-	-	-	-	-
CR1	"AML,MM"	ambiguous	-	-	-	-	-	-	-	-
DCSTAMP	ST	Act	-	-	-	-	-	-	-	-
DIS3	MM	LoF	-	-	-	-	-	-	-	-
DTX1	CLL	ambiguous	-	-	-	-	-	-	-	-
DUSP16	COREAD	LoF	-	-	-	-	-	-	-	-
EFTUD2	MM	ambiguous	-	-	-	-	-	-	-	-
EGR2	CLL	ambiguous	-	-	-	-	-	-	-	-
EHD2	PRAD	ambiguous	-	-	-	-	-	-	-	-
ENPEP	BC	ambiguous	-	-	-	-	-	-	-	-
ESRRA	ACY	Act	-	-	-	-	-	-	-	-
FAM174B	"MBL,PIA,PRAD"	ambiguous	-	-	-	-	-	-	-	-
FAM186A	"DLBCL,THCA"	ambiguous	-	-	-	-	-	-	-	-
FAM46C	MM	LoF	-	-	-	-	-	-	-	-
FAT2	VV	Act	-	-	-	-	-	-	-	-
FBLN1	BC	Act	-	-	-	-	-	-	-	-
FGD5	AML	Act	-	-	-	-	-	-	-	-
FOXD4L1	MM	LoF	-	-	-	-	-	-	-	-
GNAI2	NHLY	ambiguous	-	-	-	-	-	-	-	-
HERC2	THCA	ambiguous	-	-	-	-	-	-	-	-
HSPG2	"BLCA,COREAD,OS"	ambiguous	-	-	-	-	-	-	-	-
HTRA2	BC	LoF	-	-	-	-	-	-	-	-
IFNAR1	MM	LoF	-	-	-	-	-	-	-	-
IFNGR1	CESC	LoF	-	-	-	-	-	-	-	-
INO80	DLBCL	ambiguous	-	-	-	-	-	-	-	-
